,district,year,crop,season,area,production,yield,AvgRain,AvgTemp
2265,SANGRUR,2009,Rapeseed &Mustard,Rabi,2000,2000.0,1.0,35.63916667,26.74916667
2266,SANGRUR,2009,Cotton(lint),Kharif,13000,57000.0,4.384615385,35.63916667,26.74916667
2267,SANGRUR,2009,Sugarcane,Whole year,100,800.0,8.0,35.63916667,26.74916667
2268,SANGRUR,2010,Rice,Kharif,272000,1185000.0,4.356617647,52.72333333,26.49541667
2269,SANGRUR,2010,Wheat,Rabi,287000,1472000.0,5.128919861,52.72333333,26.49541667
2270,SANGRUR,2010,Bajra,Kharif,1000,1000.0,1.0,52.72333333,26.49541667
2271,SANGRUR,2010,Barley,Rabi,2000,8000.0,4.0,52.72333333,26.49541667
2272,SANGRUR,2010,Arhar (Tur),Kharif,400,300.0,0.75,52.72333333,26.49541667
2273,SANGRUR,2010,Moong,Kharif,800,700.0,0.875,52.72333333,26.49541667
2274,SANGRUR,2010,Peas & Beans (Pulses),Rabi,300,500.0,1.666666667,52.72333333,26.49541667
2275,SANGRUR,2010,Rapeseed &Mustard,Rabi,1000,1000.0,1.0,52.72333333,26.49541667
2276,SANGRUR,2010,Cotton(lint),Kharif,11000,36000.0,3.272727273,52.72333333,26.49541667
2277,SANGRUR,2012,Rice,Kharif,276000,1299000.0,4.706521739,36.13833333,25.83791667
2278,SANGRUR,2012,Wheat,Rabi,285000,1473000.0,5.168421053,36.13833333,25.83791667
2279,SANGRUR,2012,Barley,Rabi,2000,8000.0,4.0,36.13833333,25.83791667
2280,SANGRUR,2012,Gram,Rabi,100,200.0,2.0,36.13833333,25.83791667
2281,SANGRUR,2012,Arhar (Tur),Kharif,400,300.0,0.75,36.13833333,25.83791667
2282,SANGRUR,2012,Moong,Kharif,300,300.0,1.0,36.13833333,25.83791667
2283,SANGRUR,2012,Peas & Beans (Pulses),Rabi,300,400.0,1.333333333,36.13833333,25.83791667
2284,SANGRUR,2012,Rapeseed &Mustard,Rabi,2000,3000.0,1.5,36.13833333,25.83791667
2285,SANGRUR,2012,Sunflower,Rabi,100,200.0,2.0,36.13833333,25.83791667
2286,SANGRUR,2012,Cotton(lint),Kharif,11000,44000.0,4.0,36.13833333,25.83791667
2287,SANGRUR,2012,Sugarcane,Whole year,2000,161000.0,80.5,36.13833333,25.83791667
2288,SANGRUR,2012,Guar seed,Whole year,100,100.0,1.0,36.13833333,25.83791667
